Place of interest,Type of place,Place address,BiciMAD station,Station location,Available bikes,Available docks,distance
Fuente ornamental V en Vicálvaro,Monument,CALLE CASALARREINA 3,Calle Casalarreina 18,"Calle Casalarreina,",8,15,142.53
Fuente ornamental Valderrebollo,Monument,C Tineo ,"Calle de Valderrebollo, 18","444 - Calle de Valderrobollo, 18,",19,4,31.53
Fuente ornamental VI en Vicálvaro,Monument,C Casalarreina s/n,Calle Casalarreina 18,"Calle Casalarreina,",8,15,336.53
Fuente Pablo Neruda I,Monument,Avda Pablo Neruda 112,"433 -Calle de Villalobos, 28","Calle de Villalobos, 28,",13,11,38.76
Fuente Pablo Neruda II,Monument,AVENIDA PABLO NERUDA 114,"433 -Calle de Villalobos, 28","Calle de Villalobos, 28,",13,11,71.48
Fuente Paraíso,Monument,C Albaida 82,"Maria Sevilla Diago, 3","Calle Maria Sevilla Diago, 3,",12,11,274.24
Fuente Pavones,Monument, ,"Fuente Carrantona , 33","Fuente Carrantona , 33,",18,9,316.59
Fuente Pilar Lorengar,Monument,C Pilar Lorengar 19,"Eduardo Maristany, 7","Calle de Eduardo Maristany, 7,",26,0,228.88
Fuente Pilar Miró,Monument,Gta Pilar Miró ,"Vicente Muzas, 12","Vicente Muzas, 12,",7,16,509.83
Fuente pilón Campo del Moro,Monument,PASEO BAJO DE LA VIRGEN DEL PUERTO 1,Paseo virgen de puerto,"Paseo virgen de puerto,",9,6,182.5
Fuente pilón circular de la plaza de los Carros,Monument,Pza Carros ,Plaza de los Carros,"Carrera de San Francisco nº 1,",11,16,45.28
Fuente pilón Cuesta Ciegos,Monument,Ctra Ciegos ,Segovia 26,"Calle Segovia nº 26,",12,15,136.75
Fuente pilón Vistillas,Monument,Pza Gabriel Miró ,Segovia 26,"Calle Segovia nº 26,",12,15,221.51
Fuente Pinar de Chamartín,Monument,C Arturo Soria 348,"Calle de Dulce Chacon, sn","Calle de Dulce Chacon, sn,",2,21,173.8
Fuente Pirala I,Monument,Pº Pirala ,Puente de Ventas,"Avenida de Daroca nº 2,",6,21,62.18
Fuente Pirala II,Monument,Pº Pirala ,Puente de Ventas,"Avenida de Daroca nº 2,",6,21,120.41
Fuente Pirámides,Monument,Gta Pirámides ,Pirámides,"Calle Toledo nº 181,",10,14,88.35
Fuente Platerías Martínez,Monument,Pza Platería de Martínez ,Huertas,"Calle Jesús nº 1,",3,23,160.38
Fuente plaza Alonso Martínez,Monument,PLAZA ALONSO MARTINEZ 1,Alonso Martínez,"Plaza de Alonso Martínez nº 5,",13,11,88.91
Fuente Plaza Alosno,Monument,PLAZA ALOSNO 4,Calle Casalarreina 18,"Calle Casalarreina,",8,15,521.21
Fuente plaza de Carabanchel,Monument,Pza Carabanchel ,"Plaza de la Parroquia , 20","Plaza de la Parroquia , 20,",16,6,58.66
Fuente Plaza de Castilla,Monument,PLAZA CASTILLA 1,Plaza de Castilla 2,"Paseo Castellana (Fundación Canal),",4,19,124.13
Fuente plaza de Chamberí,Monument,PLAZA CHAMBERI 1,Manuel Silvela,"Calle Manuel Silvela nº 20,",2,25,259.33
Fuente plaza de Olavide,Monument,PLAZA OLAVIDE 1,Manuel Silvela,"Calle Manuel Silvela nº 20,",2,25,203.65
Fuente plaza de Quito,Monument,PLAZA QUITO ,Castellana frente a Hermanos Pinzón,"Paseo de la Castellana nº 122,",4,19,113.8
Fuente plaza Doctor Cirajas,Monument,Pza Doctor Cirajas ,Esteban Collantes 63,"Calle Esteban Collantes 63,",5,18,300.72
Fuente plaza Eliptica,Monument,Pza Fernández Ladreda ,"Calle de la Via, 52","Calle de la Via,",10,13,59.27
Fuente plaza José Banús,Monument,Pza José Banús ,Avenida Donostiarra,"Calle Virgen de la Alegría nº 18,",14,9,67.5
Fuente plaza José María Escrivá de Balaguer,Monument,Pza José María Escrivá de Balaguer ,"Calle Andorra, 6","546 - Calle Andorra, 6,",13,10,427.18
Fuente plaza Juan Zorrilla,Monument,PLAZA JUAN ZORRILLA 1,Bravo Murillo 44,"Calle Bravo Murillo nº 44,",2,21,27.2
Fuente plaza Munilla,Monument,PLAZA MUNILLA 1,Calle Casalarreina 18,"Calle Casalarreina,",8,15,313.21
Fuente plaza Reverencia,Monument,Pza Reverencia ,"Campuzano, 1","Campuzano, 1,",6,17,141.36
Fuente plaza San Jaime,Monument,C San Jaime ,"C Sierra de Guadalupe, 11","C Sierra de Guadalupe, 11,",26,1,150.23
Fuente plaza San Juan de la Cruz,Monument,PLAZA SAN JUAN DE LA CRUZ 1,"Calle José Gutiérrez Abascal,2","Calle José Gutiérrez Abascal nº 2,",3,21,278.89
Fuente plaza Ágata,Monument,Pza Ágata ,"Doctor Martín Arévalo, 19","Calle Doctor Martín Arévalo, 19,",9,15,142.89
Fuente Poliedros Maclados en el Cubo,Monument,C Castillo de Uclés 36,"Calle Castillo de Ucles, 37","Calle Castillo de Ucles, 37,",12,12,23.33
Fuente Primavera Rosaleda,Monument,CALLE ROSALEDA 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",3,21,188.94
Fuente principal del parque de Moratalaz,Monument, ,Marroquina,"Calle Camino de los Vinateros nº 108,",1,17,155.38
Fuente Ricardo Ortiz,Monument,C Ricardo Ortiz 2,Puente de Ventas,"Avenida de Daroca nº 2,",6,21,142.68
Fuente Rosaleda Norte,Monument,C Rosaleda ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",3,21,153.2
Fuente Rosaleda Sur,Monument,C Rosaleda ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",3,21,187.81
Fuente ría y lago de la avenida de los Poblados,Monument,Ctra Leganés 110,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Fuente San Cipriano,Monument,CALLE LAGO SANABRIA 1,Calle Gallegos,"Calle Gallegos,",8,19,180.56
Fuente San Juan de Dios,Monument,C López de Hoyos 259,"Vicente Muzas, 12","Vicente Muzas, 12,",7,16,265.15
Fuente Sandro Pertini,Monument,Gta Sandro Pertini ,"Avda. Gran Vía de Hortaleza, 68","541- Avda. Gran Vía de Hortaleza, 68,",1,22,387.5
Fuente Santa Eugenia,Monument,Avda Santa Eugenia ,"Avenida de Santa Eugenia, 9","Avenida de Santa Eugenia, 9,",11,13,211.19
Fuente Santa María de la Cabeza,Monument,Gta Santa María de la Cabeza ,Santa María de la Cabeza,"Paseo de Santa María de la Cabeza nº 58,",6,21,91.3
Fuente semicircular Pinos,Monument,PARQUE PINOS ,"Calle del Arroyo Belincoso, 26","Calle del Arroyo Belincoso, 26,",14,9,253.56
Fuente Sena I,Monument,C Ribera del Sena ,"Avda. del Partenón, 6","5568 - Avda. del Partenón, 6,",1,26,152.61
Fuente Sena II,Monument,C Ribera del Sena ,"Avda. del Partenón, 6","5568 - Avda. del Partenón, 6,",1,26,166.74
Fuente Sepúlveda I,Monument,Pq Cuña Verde ,"Calle Valmojado, 53","Calle Valmojado, 53,",9,15,411.12
Fuente Sepúlveda II,Monument,Pq Cuña Verde ,"Calle Valmojado, 53","Calle Valmojado, 53,",9,15,380.63
Fuente tipo Alhambra,Monument,C Principal de Provincias ,"Calle Francisco de Tejada, 1","Calle Francisco de Tejada, 1,",16,8,253.25
Fuente Valle de oro,Monument,C General Ricardos ,"Avenida de Oporto, 102","Avenida de Oporto, 102,",8,15,177.14
Fuente Valpalomero,Monument,Avda Palacio ,"Calle de Gloria Fuertes, 181","Calle de Gloria Fuertes, 181,",22,5,4812.25
Fuente Virgen de la Alegría,Monument,C Virgen de la Alegría 15,Puente de Ventas,"Avenida de Daroca nº 2,",6,21,187.96
Fuente Virgen Guadalupana,Monument,PLAZA VIRGEN GUADALUPANA ,Parque Berlín,"Avenida de Concha Espina nº 34,",3,20,285.07
Fuente Vía Lusitana,Monument,Avda Vía Lusitana ,"Avenida de Abrantess, 108","Avenida de Abrantes, 108,",23,0,353.64
Fuente Yebenes,Monument, ,"Calle Valmojado, 53","Calle Valmojado, 53,",9,15,302.78
Fuente Yebenes II,Monument,C Yébenes 145,"Calle Los Yebenes, 159","Calle Los Yebenes, 159,",11,12,110.49
Fuentecilla del Leal,Monument,C Toledo ,Plaza de la Cebada,"Plaza de la Cebada nº 16 ,",17,14,225.84
Fuentecillas del Jardín Botánico,Monument,Pza Murillo 2,Espalter,"Calle Espalter nº 1,",11,8,102.52
Fuentecillas del Prado,Monument,Pº Prado ,Espalter,"Calle Espalter nº 1,",11,8,147.17
Fuentecita columna torsa. Jardín Príncipe de Anglona,Monument, ,Plaza del Cordón,"Plaza del Cordón,",9,15,121.55
Fuentes avenida de los Poblados-Rafaela Ybarra,Monument,Avda Poblados ,"Avenida de los Poblados, 130","Avenida de los Poblados, 130,",21,2,87.46
Fuentes Barrilete,Monument,AVENIDA BETANZOS 1,"Calle Valle de Mena, 5","Calle Valle de Mena, 5,",7,15,312.98
Fuentes con surtidores en la Gran Vía de Villaverde,Monument,C Gran Vía de Villaverde ,"Eduardo Maristany, 7","Calle de Eduardo Maristany, 7,",26,0,246.73
Fuentes de Caracol,Monument,Pq Cuña Verde ,"Calle Cebreros, 97","Calle Cebreros, 97,",15,8,556.23
Fuentes de Embajadores,Monument,C Embajadores ,Embajadores 1,"Glorieta de Embajadores nº 6,",2,22,33.64
Fuentes de la Alcachofa del Parterre,Monument,Pº Parterre ,Antonio Maura,"Calle Antonio Maura nº 15,",12,12,228.08
Fuentes de la avenida de la Ilustración,Monument,AVENIDA ILUSTRACION ,"Calle La Cabrera, sn","Calle La Cabrera, sn,",12,15,1055.3
Fuentes de la avenida Poblados,Monument,Avda Poblados ,"Avenida de Abrantess, 108","Avenida de Abrantes, 108,",23,0,443.69
Fuentes de la Bellota,Monument, ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",17,10,113.91
Fuentes de la Junta de la Arganzuela,Monument,Pº Chopera 10,Entrada Matadero,"Paseo de la Chopera nº 14,",5,38,90.5
Fuentes de la plaza de Oriente,Monument,Pza Oriente ,San Quintín,"Calle Pavía nº 6,",12,15,113.3
Fuentes de la Puerta del Sol,Monument,Pº Federico García Lorca ,"Paseo de Federico Garcia Lorca, 4","Paseo de Federico Garcia Lorca, 4,",13,4,236.48
Fuentes del parque Vaguada,Monument,Avda Betanzos ,"Avenida Monforte de Lemos, 123","Avenida Monforte de Lemos, 123,",4,20,168.46
Fuentes en la calle Hermanos García Noblejas,Monument,AVENIDA INSTITUCION LIBRE DE ENSE&amp;Ntilde;ANZA 128,"Hermanos Garcia Noblejas, 158","Hermanos Garcia Noblejas, 158,",9,15,156.63
Fuentes en la calle Vía Lusitana,Monument,C Braganza ,"Calle de la Via, 52","Calle de la Via,",10,13,284.48
Fuentes en la glorieta Ruíz Giménez y monolito primera Fuente Canal Y II,Monument,CALLE JOAQUIN RUIZ-GIMENEZ CORTES ,"C Sierra de Guadalupe, 11","C Sierra de Guadalupe, 11,",26,1,560.83
Fuentes en la plaza de Ciudad Lineal,Monument,C Alcalá 416,"Misterios, 1","Misterios,1,",12,11,106.71
Fuentes en la vía Lusitana,Monument,C Juan Ramón Carrero ,"Av Abrantes, 55","Av Abrantes, 55,",19,5,263.6
Fuentes en la vía Lusitana,Monument,C Faro ,"Av Abrantes, 55","Av Abrantes, 55,",19,5,176.53
Fuentes estrelladas del Jardín Botánico,Monument,Pza Murillo 2,Espalter,"Calle Espalter nº 1,",11,8,175.37
Fuentes gemelas de la glorieta Boccherini,Monument,GLORIETA BOCCHERINI ,Segovia 45,"Calle Segovia nº 45,",20,7,182.45
Fuentes gemelas de la Puerta del Sol,Monument,Pza Sol ,Carretas,"Calle Carretas nº 8,",6,17,57.13
Fuentes gemelas de la Quinta de los Molinos,Monument,CALLE ALCALA 527,"Calle Alcala, 506","Calle Alcalá, 506,",3,20,39.64
Fuentes gemelas de los jardines de Sabatini,Monument, ,San Quintín,"Calle Pavía nº 6,",12,15,197.03
Fuentes gemelas de los jardines del Campo del Moro,Monument, ,Segovia 45,"Calle Segovia nº 45,",20,7,436.59
Fuentes gemelas del jardín de la Quinta del duque de Arco,Monument,MONTE EL PARDO ,"Calle de Caroli, 1","Calle de Caroli, 1,",9,14,5347.7
Fuentes gemelas del palacio nuevo del duque de Riansares,Monument,C Arnedo 22,"Plaza de la Parroquia , 20","Plaza de la Parroquia , 20,",16,6,310.88
Fuentes gemelas del palacio viejo de la reina Cristina,Monument,CALLE GENERAL RICARDOS 179,"Av de la plaza de Toros , 3","Av de la plaza de Toros , 3,",14,9,52.14
Fuentes gemelas del parque Fuente del Berro,Monument, ,Quinta Fuente del Berro,"Calle Sancho Dávila esquina Paseo Marqués de Zafra,",3,21,244.95
Fuentes gemelas en los jardines de El Pardo,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Fuentes gemelas López de Hoyos,Monument,CALLE LOPEZ DE HOYOS 27,Velázquez 130,"Calle Velázquez nº 130,",6,21,208.92
Fuentes Lavadero de los jardines de la Virgen del Puerto,Monument,Pº Ermita de la Virgen del Puerto ,Segovia 45,"Calle Segovia nº 45,",20,7,459.51
Fuentes menores de Arganzuela,Monument,PASEO YESERIAS 1,Pirámides,"Calle Toledo nº 181,",10,14,143.94
Fuentes neoclásicas en el Paseo del Prado,Monument,Pº Prado 4,"Calle Felipe IV, 3","Calle Felipe IV, 3,",6,17,225.59
Fuentes piramidales,Monument, ,Paseo de la Esperanza,"Paseo de la Esperanza nº 21,",11,12,139.3
Fuentes playa Arganzuela,Monument,Pº Yeserías ,Madrid Río-Yeserías,"Paseo de Yeserías nº 45,",25,2,197.86
Fuentes rectangulares de la Gran Vía de Villaverde,Monument,C Gran Vía de Villaverde ,"Eduardo Maristany, 7","Calle de Eduardo Maristany, 7,",26,0,168.2
Fuente-estanque Paseo del Prado,Monument,Pº Prado 20,Huertas,"Calle Jesús nº 1,",3,23,185.23
Fuente-manantial Jardín Judío,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Fuente-pilón,Monument,CALLE ROSALEDA 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",3,21,188.94
Fundación de la Sociedad General Autores de España (SGAE),Monument,Ctra Fernanflor 10,Banco de España A,"Calle Alcalá nº 49,",6,21,241.34
Fusilamiento de Ocho Carmelitas,Monument,C Monseñor Óscar Romero ,"Calle Ocaña, 103","Calle Ocaña, 103,",2,21,379.82
Fusilamientos Montaña Príncipe Pío,Monument,C Francisco y Jacinto Alcántara 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",3,21,350.87
Félix Lope de Vega Carpio,Monument,C Huertas 49,Huertas,"Calle Jesús nº 1,",3,23,101.75
Félix Lope de Vega Carpio,Monument,Pza Encarnación ,San Quintín,"Calle Pavía nº 6,",12,15,44.17
Félix Rodríguez de la Fuente,Monument,COMPLEJO ZOOLOGICO DE LA CASA CAMPO ," Paseo de la Venta, 1","Paseo de la Venta, 1,",4,22,846.97
Félix Rodríguez de la Fuente,Monument,PARQUE FELIX RODRIGUEZ DE LA FUENTE ,"Avenida Ramon y Cajal, 101","Avenida Ramon y Cajal, 101,",12,11,222.92
Galería de grutas del jardín de Felipe II,Monument,Pº Embarcadero ,Paseo de la Florida,"Paseo de la Florida nº 8,",25,2,377.41
Galería mirador,Monument,Pza Gabriel Miró ,Segovia 45,"Calle Segovia nº 45,",20,7,192.59
Galicia en Madrid,Monument,Pza Jacinto Benavente ,Jacinto Benavente,"Plaza de Jacinto Benavente,",18,5,20.58
Gallia,Monument,C Guzmán el Bueno 133,San Francisco de Sales,"Calle General Ampudia nº 2,",2,22,207.35
García I Rey de León,Monument,Pº República Argentina ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Gaspar Melchor de Jovellanos,Monument,C Juanelo 18,Plaza de la Cebada,"Plaza de la Cebada nº 16 ,",17,14,228.26
Gaspar Núñez de Arce,Monument,C Cruzada 4,Plaza Ramales,"Plaza de Ramales,",11,11,33.89
Gaviota,Monument,PASEO CASTELLANA 1,Plaza de Colón,"Calle Goya nº 1,",5,18,121.41
General Bernardo O´Higgins,Monument,Pza Chile ,"Calle Santa Pola, 22","318 - Calle Santa Pola, 22,",8,15,349.55
General Francisco Morazán,Monument,Pza Honduras ,Antonio Maura,"Calle Antonio Maura nº 15,",12,12,466.74
General Ibáñez de Ibero,Monument,C Jorge Juan 8,Colón B,"Calle Serrano nº 32,",7,12,124.22
General Manuel Cassola,Monument,Pº Moret ,Moncloa,"Paseo de Moret nº 2,",3,20,97.36
General Martín Miguel de Güemes,Monument,PLAZA CIUDAD DE SALTA 1,"Avenida Ramon y Cajal, 101","Avenida Ramon y Cajal, 101,",12,11,135.68
General Martínez Campos,Monument,Pza Guatemala ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",5,18,188.32
General Vara de Rey y Héroes del Caney,Monument,Avda Ciudad de Barcelona 4,"Paseo Reina Cristina,6","Paseo Reina Cristina,6,",1,22,201.27
Geometría Natural,Monument,C Sierra de Molina ,"Calle de Carlos Martin Alvarez, 38","Calle de Carlos Martin Alvarez, 38,",13,10,251.75
Gerardo Diego,Monument,C Pío Baroja 4,Pío Baroja,"Calle Pío Baroja nº 10,",7,16,68.37
Germania,Monument,CALLE GUZMAN EL BUENO 133,San Francisco de Sales,"Calle General Ampudia nº 2,",2,22,204.74
Gloria Fuertes,Monument,PLAZA PERU 1,Pío XII,"Avenida Pío XII nº 3,",1,22,103.36
Gonzalo Ceballos,Monument,Pza Cordón 2,Plaza del Cordón,"Plaza del Cordón,",9,15,21.16
Goya,Monument,C Felipe IV ,"Calle Felipe IV, 3","Calle Felipe IV, 3,",6,17,59.42
Goya,Monument,C Francisco y Jacinto Alcántara ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",3,21,370.3
Gregorio Marañón,Monument,PASEO CASTELLANA 53,Zurbano,"Calle Zurbano nº 90,",2,21,115.58
Gregorio Marañón,Monument,Pza Ramón y Cajal ,Ciudad Universitaria 2,"Avenida de la Complutense (Metro Ciudad Universitaria),",4,15,155.6
Gregorio Ordóñez,Monument,CALLE PRINCIPE DE VERGARA 142,María Francisca 1,"Calle María Francisca nº 3,",3,16,97.23
Grupo escultórico a la Universidad en Cantoblanco,Monument, ,Maria Tubau,"579 - Maria Tubau,",1,23,3984.26
Grupo escultórico C. Especialidades V. Soldevilla I,Monument,C Sierra de Alquife 8,"418 -Calle Puerto de Arlaban, 83","Calle Puerto de Arlaban, 83,",17,10,276.55
Grupo escultórico C. Especialidades V. Soldevilla II,Monument,CALLE SIERRA DE ALQUIFE 8,"418 -Calle Puerto de Arlaban, 83","Calle Puerto de Arlaban, 83,",17,10,287.0
Grupo escultórico mujer y tortuga,Monument,Pº Alberto Palacios 1,"Doctor Martín Arévalo, 19","Calle Doctor Martín Arévalo, 19,",9,15,144.73
Gruta de la Fuente de las Ranas,Monument, ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",8,19,293.64
Gruta del Laberinto,Monument, ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",8,19,249.28
Guillermo Fernández Shaw,Monument,C Claudio Coello 60,Serrano,"Calle Serrano nº 54,",10,12,181.34
Gundemaro,Monument,Pº República Argentina ,Antonio Maura,"Calle Antonio Maura nº 15,",12,12,106.7
Gustavo Adolfo Bécquer,Monument,CALLE HUERTAS 20,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",12,3,92.1
Gustavo Adolfo Bécquer,Monument, ,Quinta Fuente del Berro,"Calle Sancho Dávila esquina Paseo Marqués de Zafra,",3,21,170.64
Gómez de la Serna Ramon,Monument,C Guillermo Rolland 7,San Quintín,"Calle Pavía nº 6,",12,15,151.79
Haciendo futuro,Monument,CALLE PRINCIPE DE VERGARA 156,Doctor Arce 45,"Avenida del Doctor Arce nº 45,",4,19,157.4
Hércules y la Hidra de Lerna,Monument,Pº Duque de Fernán Núñez ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",10,17,217.04
Hermanos Falcó y Álvarez de Toledo,Monument,PLAZA MAYOR DE BARAJAS 1,"Plaza Mayor de Barajas, 24","Plaza Mayor de Barajas, 24,",12,12,39.49
Hernán Cortés,Monument,Avda Séneca 4,Paseo de Moret,"Paseo de Moret nº 11,",3,20,451.7
Héroes del Dos de Mayo,Monument,C Bailén ,San Quintín,"Calle Pavía nº 6,",12,15,186.32
Héroes Populares del Dos de Mayo,Monument,Pza Puerta del Sol 8,Carretas,"Calle Carretas nº 8,",6,17,35.1
Herón,Monument,PLAZA COLON 2,Marqués de la Ensenada,"Calle Marqués de la Ensenada nº 16,",11,12,96.56
Hexaedro o cubo-Tierra,Monument, ,"Paseo de los Pontones, 45","Paseo de los Pontones, 45,",2,21,304.36
Hiberia,Monument,CALLE GUZMAN EL BUENO 133,San Francisco de Sales,"Calle General Ampudia nº 2,",2,22,204.74
Hilarión Eslava y Emilio Arrieta,Monument,C San Quintín 8,San Quintín,"Calle Pavía nº 6,",12,15,99.19
Hipólito Yrigoyen,Monument,Gta 12 de octubre de 1492 ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",5,18,312.3
Hispanidad,Monument,AVENIDA VICTORIA 2,"Calle de Caroli, 1","Calle de Caroli, 1,",9,14,2820.28
Hito de hormigón I,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Hito de hormigón II,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Hogar Ferroviario-Trenes,Monument,C Manuel María Arrillaga s/n,"Avenida Moratalaz, 25","Avenida Moratalaz, 25,",16,8,61.36
Hombre con niño,Monument,C Antonio López ,San Delfín,"Calle San Delfín nº 9,",14,4,20.52
Hombre Sentado,Monument,Pza Paja ,Plaza de los Carros,"Carrera de San Francisco nº 1,",11,16,150.28
Hombres y Proporciones,Monument,PASAJE MAESTROS LADRILLEROS 1,Remonta,"Calle Azucenas nº 1,",1,18,201.22
Homenaje a Agustín Rodríguez-Sahagún,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Homenaje a Galileo Galilei,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Homenaje a García Lorca - Arco en el pentágono,Monument,C Puerto del Milagro ,"Calle de Candilejas, 5","Calle de Candilejas, 5,",19,4,473.25
Homenaje a Goya - La Maja desnuda,Monument,Trav Felipe de Diego 19,"Calle de Romeo y Julieta, 12","Calle de Romeo y Julieta, 12,",27,0,226.87
Homenaje a la Mar,Monument,Pº Venezuela ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",5,18,416.18
Homenaje a la Música,Monument,PLAZA ANDRES SEGOVIA 1,María Francisca 1,"Calle María Francisca nº 3,",3,16,114.35
Homenaje a Lissitzky,Monument,Pº Pirala ,Puente de Ventas,"Avenida de Daroca nº 2,",6,21,66.7
Homenaje a Miró,Monument, ,"Molins de Rey, 8","Calle Molins de Rey, 8,",7,17,182.91
Homenaje a Pío Baroja,Monument,Avda Andalucía ,"Paseo de los Gigantes y Cabezudos, 4","Paseo de los Gigantes y Cabezudos, 4,",9,15,94.15
Homenaje victimas del 11-M,Monument,Avda Complutense ,Ciudad Universitaria 1,"Avenida de la Complutense (Metro Ciudad Universitaria),",2,22,64.67
Humanistas Españoles,Monument,C Villa 2,Segovia 26,"Calle Segovia nº 26,",12,15,76.01
Humilladero de la ermita del Santo Cristo de la Guía,Monument,CALLE CASALARREINA 26,Calle Casalarreina 18,"Calle Casalarreina,",8,15,107.82
Hypnos,Monument,C Las Marismas 41,"Calle Ramon Perez de Ayala, 45","Calle Ramon Perez de Ayala, 45,",12,12,220.29
Hércules y el León de Nemea,Monument,Pº Duque de Fernán Núñez ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",5,18,176.96
Héroes de la Independencia de 1808,Monument,C Isla de Java ," Isla Graciosa, 2","Calle de la Isla Graciosa, 2,",3,21,49.96
Héroes del Plus Ultra,Monument,C Princesa 92,Arcipreste de Hita B,"Calle Arcipreste de Hita nº 12,",6,16,53.19
Héroes del Siete de Julio,Monument,C Mayor 24,Calle Mayor,"Calle Mayor nº 20,",9,18,109.43
Hórreo del pabellón de Pontevedra,Monument,C Ganadería ,Puerta del Ángel,"Plaza Puerta del Ángel nº 4,",27,0,261.34
Icosaedro-Agua,Monument,Pº Doctor Vallejo Nájera ,Paseo de la Esperanza,"Paseo de la Esperanza nº 21,",11,12,41.69
Iglesia de Montserrat,Monument,C San Bernardo 79,San Hermenegildo,"Calle San Bernardo nº 85,",1,26,91.45
Iglesia de San Juan Evangelista,Monument,Pza Venecia 1,Avenida Bruselas,"Avenida Bruselas nº 56,",1,21,198.67
Iglesia Ntra. Sra. Buena Dicha,Monument,C Silva 21,Miguel Moya,"Calle Miguel Moya nº 1,",9,18,138.79
Iglesia Nuestra Señora Buena Dicha. Lápida conmemorativa,Monument,C Silva 21,Miguel Moya,"Calle Miguel Moya nº 1,",9,18,140.18
Iglesia parroquial de San Juan,Monument,Pza Ramales 1,Plaza Ramales,"Plaza de Ramales,",11,11,28.24
Iglesia parroquial de Santiago,Monument,C Santiago 4,Plaza Ramales,"Plaza de Ramales,",11,11,77.25
Iglesia Sagrados Corazones,Monument,PLAZA SAGRADOS CORAZONES 1,Paseo de la Habana 42,"Paseo de la Habana nº 42,",4,19,228.97
Iglesia San Cayetano,Monument,C Embajadores 15,Plaza de Nelson Mandela,"Calle Mesón de Paredes nº 35,",10,8,169.58
Iglesia San Ginés,Monument,CALLE ARENAL 13,Plaza de Celenque B,"Plaza de Celenque nº 1,",11,12,96.07
Iglesia San Salvador,Monument,C Mayor 70,Plaza del Cordón,"Plaza del Cordón,",9,15,157.97
Iglesia Santa María la Real de la Almudena,Monument,C Mayor 88,Segovia 26,"Calle Segovia nº 26,",12,15,144.5
Ignacio de Valentín-Gamazo,Monument,CALLE LUCHANA 1,Malasaña,"Calle Manuela Malasaña nº 5,",2,25,103.16
Ignacio Zuloaga,Monument,Pza Gabriel Miró ,Segovia 45,"Calle Segovia nº 45,",20,7,218.51
Ilusión truncada Monumento víctimas 11-M,Monument,Avda Santa Eugenia ,"Avenida de Santa Eugenia, 9","Avenida de Santa Eugenia, 9,",11,13,119.93
Imax,Monument,C Meneses ,"Calle Ariel, 7","Calle Ariel, 7,",24,0,220.43
Imprenta,Monument,Avda Eduardo Barreiros 6,"Avenida de la Perla, 35","Avenida de la Perla, 35,",12,11,347.61
Imprenta Juan de la Cuesta,Monument,C Atocha 87,Santa Isabel,"Calle Santa Isabel 32,",5,22,117.9
Imprenta Juan de la Cuesta,Monument,C San Eugenio 7,Santa Isabel,"Calle Santa Isabel 32,",5,22,39.72
Inauguración Colegio Mayor Iberoamericano Nuestra Señora de Guadalupe,Monument,Avda Séneca 6,INEF,"Avenida Juan de Herrera frente a la calle Paul Guinard,",3,20,462.52
Inauguración del Banco España,Monument,Pº Prado 2,Cibeles,"Plaza Cibeles,",4,20,54.09
Inauguración Parque Cuarto Depósito CYII,Monument,CARRETERA CASTILLA 12,"Calle Santa Pola, 22","318 - Calle Santa Pola, 22,",8,15,890.75
Inauguración Parque Cuarto Depósito CYII,Monument,Ctra Castilla 9,Plaza de Castilla 2,"Paseo Castellana (Fundación Canal),",4,19,157.31
Indalecio Prieto,Monument,PASEO CASTELLANA 63,Castellana 106,"Paseo de la Castellana nº 106,",1,22,305.13
